doc+AF8-name,Sentences starting with a Correlativeconjunctions,Images per subsection,Relativepronouns Count,Large Phrase Count,Images count,Tobeverbs Count,Lasbarhetsindex Readability Feature,Phrase count,Relative URL link Count per length,Mean subsection size,Prepositions Count,Standard deviation of the section size,Largest Phrase Count,Relative URL link Count,Short phrase rate,Sentences starting with a Subordinatingconjunctions,Flesch Reading Ease Readability Feature,Relative URL link Count per section,Sentences starting with a Pronouns,Sentences starting with a Prepositions,Same page link count per section,Sentences starting with a Relativepronouns,Same page link Count,Complete URL link Count per length,Largest phrase size,Coleman+AC0-Liau Readability Feature,Mean section size,Articles Count,Sentences starting with a Tobeverbs,Preposition Count,Sentences starting with a Coordinatingconjunctions,Complete URL link Count per section,Images per section,Section Count,Pronouns Count,Subsection Count,Smog Grading Readability Feature,Auxiliaryverbs Count,ARI Readability Feature,Coordinatingconjunctions Count,Sentences starting with an Auxiliaryverbs,Complete URL link Count,Preposition Count en,Large Paragraph Count,Correlativeconjunctions Count,Flesch Kincaid Readability Feature,Sentences starting with an Indefinitepronouns,Largest Phrase Count en,Largest section size,Images per length,Paragraph Count,Interrogativepronouns Count,Gunning Fog Index Readability Feature,Sentences starting with an Interrogativepronouns,Shortest section size,Subordinatingconjunctions Count,Same page link count per length,Indefinitepronouns Count,Large phrase rate,Sentences starting with an Articles
1014322,1,1,48,83,6.837139340899768e+AC0-05,55,43.82424521008755,95,0.005127854505674826,2089.1666666666665,267,0,83,75,0.6526315789473685,7,33.458353398382826,75,9,3,0,0,0,6.837139340899768e+AC0-05,287,10.493306867804684,0,246,0,0,1,1,1,0,97,6,53.18964036531842,105,13.830360000835753,91,0,1,0,0,14,15.17982006226364,2,83,0,6.837139340899768e+AC0-05,1,21,17.52969808403502,0,0,74,0.0,34,0.2736842105263158,15
1014333,0,2,31,71,0.00017911517105498835,38,35.09203619284431,76,0.004656994447429698,1675.1666666666667,232,0,71,52,0.39473684210526316,5,45.32267250310818,52,4,1,38,1,38,0.0006269030986924592,240,10.779921259842517,0,223,0,0,1,7,2,0,62,6,46.64630568559039,20,13.387115209283046,69,0,7,0,0,9,13.164765506285402,0,71,0,0.00017911517105498835,1,8,14.036814477137725,1,0,50,0.003403188250044779,28,0.4473684210526316,11
1014469,0,3,26,117,0.00019154641808198186,54,30.807861226544482,137,0.010215808964372367,1982.5714285714287,302,0,117,160,0.5912408759124088,2,44.88845505632409,160,11,11,96,0,96,0.0007023368663006002,303,8.55085855031668,0,204,1,0,0,11,3,0,117,7,56.31041174104736,27,9.635162140365836,92,1,11,0,0,1,12.151807609527584,0,117,0,0.00019154641808198186,1,9,12.323144490617793,0,0,47,0.0061294853786234196,26,0.2846715328467153,16
10157158,0,1,15,27,0.00020096463022508038,11,32.034832424483795,38,0.005827974276527331,583.4285714285714,104,0,27,29,0.5,0,49.65340527541207,29,3,2,6,0,6,0.0012057877813504824,138,10.287066356228173,0,73,0,0,0,6,1,0,42,7,32.30870177950569,7,11.864459285582988,30,0,6,0,0,4,11.949451933092337,0,27,0,0.00020096463022508038,1,3,12.81393296979352,0,0,16,0.0012057877813504824,9,0.42105263157894735,6
10158373,0,0,2,7,0.0,1,27.512059369202227,11,0.012809564474807857,92.66666666666667,20,0,7,15,0.36363636363636365,0,40.26791280148424,15,0,0,6,0,6,0.0017079419299743809,47,10.81173469387755,0,10,0,0,0,2,0,0,5,3,17.0,0,10.173988868274577,5,0,2,0,0,0,12.069294990723563,0,7,0,0.0,1,2,11.004823747680891,0,0,4,0.005123825789923143,1,0.45454545454545453,0
1015846,0,0,11,45,0.0,15,34.50673748864028,66,0.00777552400270453,1102.6,87,0,45,46,0.5151515151515151,4,35.44933776754098,46,3,5,14,0,14,0.0021974306964164976,116,11.755698035160286,0,64,0,0,1,13,0,0,34,5,34.096623610932426,26,9.635974742251882,38,0,13,0,0,1,11.954701043527312,1,45,0,0.0,1,5,13.802694995456115,0,0,30,0.0023664638269100743,4,0.3939393939393939,5
1015867,0,6,52,239,0.00015072725902479464,113,37.261028598095464,302,0.006958575124978019,5506.428571428572,1011,0,239,277,0.5099337748344371,16,41.263808430214254,277,28,31,60,1,60,0.0005777878262617128,422,11.633721457734765,0,645,0,29,6,23,6,0,141,7,84.32035415564789,42,12.624982770240834,267,0,23,29,0,10,12.9437669781476,1,239,0,0.00015072725902479464,1,18,14.904411439238187,1,0,134,0.0015072725902479463,63,0.3708609271523179,34
101594,1,8,59,200,0.0002715085694892245,122,34.28954225812977,229,0.010045817071101307,2009.142857142857,647,0,200,296,0.5676855895196506,6,45.306571984409345,296,7,22,113,1,113,0.0009842185643984388,429,10.263151031529777,0,342,0,3,0,29,8,0,124,14,74.6798437498297,78,11.76886805393837,154,0,29,3,0,5,12.513867374014325,10,200,0,0.0002715085694892245,1,19,13.715816903251909,0,0,92,0.003835058544035296,53,0.31877729257641924,35
10166,0,1,26,103,4.32264199878966e+AC0-05,56,46.39596962161775,133,0.00648396299818449,2363.8888888888887,321,0,103,150,0.6090225563909775,7,20.948747512859455,150,6,13,4,1,4,0.0015561511195642777,574,14.941949033884065,0,157,0,5,0,36,1,0,70,9,62.75784467331465,22,17.555671733239564,150,1,36,5,0,2,17.00759253215649,1,103,0,4.32264199878966e+AC0-05,1,8,18.5583878486471,1,0,51,0.0001729056799515864,33,0.2706766917293233,8
1016785,0,0,0,1,0.0,0,345.3440779610195,2,0.04795653201039452,175.5,0,0,1,203,0.5,0,+AC0-279.68579085457264,203,0,0,0,0,0,0.00023623907394283014,429,19.30490254872564,0,0,0,0,0,1,0,0,0,24,28.826343140289914,0,173.56881559220392,0,0,1,0,0,0,135.1205772113943,0,1,0,0.0,1,0,138.1376311844078,0,0,0,0.0,0,0.5,0
10168678,0,4,5,12,0.002081165452653486,7,37.41988304093567,15,0.010926118626430802,54.5,47,0,12,21,0.4,0,43.68247368421055,21,0,0,5,0,5,0.0,58,9.695233918128654,0,29,0,0,0,0,4,0,3,2,21.49324200890693,9,11.477982456140353,8,0,0,0,0,0,12.83065497076024,0,12,0,0.002081165452653486,1,2,14.96795321637427,0,0,5,0.0026014568158168575,1,0.6,2
10172934,2,3,27,154,0.00012733987011333248,112,35.397000738198386,177,0.0038626427267710855,2334.222222222222,504,0,154,91,0.5084745762711864,10,42.44530557295667,91,14,22,0,0,0,0.0005093594804533299,272,12.141421134825613,0,405,0,0,0,12,3,0,91,9,64.98386886924695,45,12.946329624695231,175,0,12,0,0,7,12.731488278527255,6,154,0,0.00012733987011333248,1,8,14.158800295279356,0,0,58,0.0,40,0.4067796610169492,24
1017772,0,6,50,144,0.0002873012832790653,50,23.298225041309095,257,0.011300517142309903,1788.3636363636363,312,0,144,236,0.5447470817120622,1,48.506918021427424,236,8,2,97,0,97,0.0007182532081976633,332,9.054915068493152,0,240,0,2,0,15,6,0,131,11,63.41522986797286,29,7.2955508768189326,154,0,15,2,0,2,10.021842012685894,2,144,0,0.0002873012832790653,1,17,9.319290016523638,0,0,47,0.004644704079678223,40,0.38132295719844356,19
1018445,1,6,57,159,0.00021602160216021603,92,41.635741897115665,177,0.004140414041404141,3817.0,652,0,159,115,0.4745762711864407,18,37.16582366934287,115,7,20,51,1,51,0.00046804680468046805,408,12.983244870651205,0,485,0,1,3,13,6,0,119,7,69.96267617113283,113,15.278800921796012,140,0,13,1,0,12,14.368947368421054,6,159,0,0.00021602160216021603,1,15,16.654296758846268,0,0,107,0.0018361836183618363,50,0.4463276836158192,14
101914,0,5,50,101,0.0003051199121254653,39,33.60338280117924,126,0.009519741258314517,1929.5,324,0,101,156,0.5714285714285714,9,48.57436603707592,156,9,4,37,4,37,0.001037407701226582,325,10.263011542497374,0,251,0,4,1,17,5,0,121,8,56.4696175411794,47,11.883821516014592,79,0,17,4,0,2,12.121125518413034,2,101,0,0.0003051199121254653,1,20,13.441353120471696,4,0,47,0.0022578873497284433,24,0.3253968253968254,9
10193852,0,0,3,10,0.0,4,47.202304737516,11,0.008902077151335312,489.6666666666667,32,0,10,18,0.8181818181818182,0,34.905224071702975,18,1,2,6,0,6,0.004945598417408506,51,11.690929577464786,0,27,0,0,0,10,0,0,4,3,21.841443681416774,6,17.51011011523687,6,0,10,0,0,0,16.40819462227913,0,10,0,0.0,1,2,18.880921895006402,0,0,4,0.002967359050445104,2,0.09090909090909091,4
1019908,1,5,84,183,0.0001570055893989826,105,41.94661184880642,205,0.006751240344156252,4410.285714285715,656,0,183,215,0.5560975609756098,9,35.65687310406133,215,13,14,60,0,60,0.0014130503045908433,479,12.19500569476082,0,322,0,1,1,45,5,0,142,7,75.58098924649622,152,14.815164314684147,249,0,45,1,0,18,14.669899957405047,6,183,0,0.0001570055893989826,1,20,16.77864473952257,0,0,87,0.0018840670727877913,94,0.3853658536585366,12
10208996,0,1,4,51,0.00015028554253080853,10,31.23800066203244,57,0.010820559062218215,912.5,172,0,51,72,0.47368421052631576,1,43.58088215822579,72,3,2,26,0,26,0.00030057108506161706,154,12.773424528301884,0,81,0,0,0,2,1,0,17,6,35.55764119219941,2,12.081424859318105,24,0,2,0,0,0,11.800556107249257,0,51,0,0.00015028554253080853,1,1,12.495200264812977,0,0,17,0.003907424105801022,10,0.38596491228070173,10
10218387,0,0,1,2,0.0,1,31.280701754385966,3,0.011904761904761904,135.0,4,0,2,4,0.6666666666666666,0,36.1605263157895,4,0,1,0,0,0,0.002976190476190476,17,11.169298245614034,0,4,0,0,0,1,0,0,1,1,10.54983443527075,0,10.968947368421048,0,0,1,0,0,0,12.935789473684213,0,2,0,0.0,1,1,12.512280701754387,0,0,0,0.0,0,0.3333333333333333,0
10223,0,0,30,109,0.0,47,42.22791820664823,122,0.00731484303565986,1553.5833333333333,337,0,109,144,0.6557377049180327,8,21.565315432157604,144,8,8,10,2,10,0.0036066239967489588,297,16.016524119055767,0,209,0,1,3,71,0,0,55,12,57.064775963653084,35,17.0792413475937,119,0,71,1,0,7,16.203486116330073,1,109,0,0.0,1,9,16.891167282659293,2,0,50,0.0005079752108097125,27,0.28688524590163933,17
10239051,0,0,1,2,0.0,2,31.153488372093022,5,0.017892644135188866,34.0,13,0,2,9,0.6,0,40.83513953488375,9,1,0,2,0,2,0.0019880715705765406,29,10.806395348837206,0,7,0,0,0,1,0,0,1,1,12.273618495495704,0,9.908488372093018,2,0,1,0,0,0,11.83660465116279,0,2,0,0.0,1,1,12.46139534883721,0,0,1,0.003976143141153081,0,0.4,0
10239171,0,0,2,14,0.0,7,33.73060344827586,16,0.006238003838771593,335.0,54,0,14,13,0.5625,1,52.40533405172417,13,4,1,0,0,0,0.0019193857965451055,81,15.176175548589338,0,41,0,1,0,4,0,0,15,5,20.86057109949175,2,14.594016457680247,3,0,4,1,0,1,10.90286637931035,1,14,0,0.0,1,2,13.492241379310343,0,0,4,0.0,3,0.3125,1
10242718,0,0,2,20,0.0,18,23.8986013986014,26,0.008791208791208791,679.3333333333334,53,0,20,20,0.6153846153846154,0,50.73194555444559,20,2,1,6,0,6,0.0,81,9.95148051948052,0,29,0,0,0,0,0,0,7,3,22.621416870348583,1,8.249300699300697,14,0,0,0,0,0,9.861883116883117,0,20,0,0.0,1,2,9.55944055944056,0,0,7,0.0026373626373626374,0,0.3076923076923077,3
102445,0,5,38,101,0.0002518511056263537,48,39.5195518723143,120,0.010376265551805772,2385.25,370,0,101,206,475,2,35.239628453038705,206,10,7,23,1,23,0.0014103661915075808,386,12.150601596071208,0,245,0,2,1,28,5,0,116,8,60.07889277132134,48,15.456344383057086,122,0,28,2,0,14,15.088923572744015,0,101,0,0.0002518511056263537,1,11,15.807820748925721,0,0,74,0.001158515085881227,31,0.43333333333333335,7
10245,2,8,69,185,0.0002817794371455743,173,34.58857808857809,208,0.0072205980768553415,2167.0,660,0,185,205,0.5,10,44.65789627039629,205,26,15,18,0,18,0.0014441196153710683,318,11.446151094276093,0,356,0,6,3,41,8,0,226,12,71.93475175845634,83,12.903866064491062,175,0,41,6,0,17,12.706069023569025,4,185,0,0.0002817794371455743,1,21,13.835431235431237,0,0,98,0.0006340037335775422,48,0.3701923076923077,27
102490,1,3,67,234,7.966011683483802e+AC0-05,4,34.551593195393174,311,0.008762612851832182,3641.6,752,0,234,330,0.5434083601286174,15,37.76463467459624,330,12,22,60,0,60,0.0022039298990971855,432,11.872412407585983,0,390,0,5,1,83,3,0,164,10,81.87965517166008,89,11.97349026532757,249,1,83,5,0,24,12.962074094515778,5,234,0,7.966011683483802e+AC0-05,1,15,13.820637278157271,0,0,97,0.0015932023366967605,48,0.35691318327974275,12
10254613,0,0,3,11,0.0,6,31.085714285714285,15,0.009599096555618294,234.0,35,0,11,17,0.4666666666666667,0,46.43300000000002,17,5,1,0,0,0,0.0,66,17.379761904761903,0,24,0,0,0,0,0,0,19,1,18.874507866387546,0,15.015714285714282,17,0,0,0,0,0,10.956444444444447,0,11,0,0.0,1,1,12.434285714285714,0,0,1,0.0,0,0.5333333333333333,0
1027922,1,6,59,134,0.0002810436085999344,63,37.070991591630744,143,0.005574031570565366,3906.0,482,0,134,119,0.5804195804195804,8,43.13263061838296,119,15,7,27,1,27,0.0016394210501662842,385,10.164623169107859,0,316,0,0,0,35,6,0,176,5,64.27805479941412,65,13.446867300475816,154,0,35,0,0,8,13.766594843239318,6,134,0,0.0002810436085999344,1,26,14.828396636652299,1,0,100,0.0012646962386997048,57,0.3146853146853147,26
1028460,0,1,59,147,4.5708017186214464e+AC0-05,73,33.365999222395025,160,0.00685620257793217,2958.1428571428573,483,0,147,150,0.55625,8,48.09284982503891,150,20,10,38,2,38,0.001782612670262364,349,9.709289787454637,0,287,0,0,0,39,1,0,165,7,65.11280061307814,75,12.088847200622084,125,0,39,0,0,4,12.541557737169516,4,147,0,4.5708017186214464e+AC0-05,1,34,13.34639968895801,2,0,83,0.0017369046530761496,52,0.31875,13
102930,0,9,34,153,0.0003399048266485384,56,34.40646175603483,181,0.009895007175768562,2109.1666666666665,583,0,153,262,0.6132596685082873,10,45.14467272258335,262,15,21,12,3,12,0.0014729209154769997,457,11.484824659370116,0,454,0,1,1,39,9,0,88,12,69.91038783328041,41,13.799898289230285,153,0,39,1,0,9,13.107367527337392,4,153,0,0.0003399048266485384,1,17,13.762584702413932,3,0,72,0.00045320643553138455,52,0.30939226519337015,25
102952,0,2,63,184,7.692307692307693e+AC0-05,89,33.71808905380334,245,0.005192307692307692,4072.6666666666665,545,0,184,135,0.46530612244897956,21,41.66611120129869,135,3,34,54,7,54,0.0001923076923076923,320,12.194230587121215,0,458,0,0,2,5,2,0,107,6,67.99230723708769,64,11.039207879174398,170,0,5,0,0,5,11.730840715831789,4,184,0,7.692307692307693e+AC0-05,1,36,13.487235621521336,12,0,85,0.002076923076923077,54,0.40816326530612246,23
10296,1,1,92,173,3.4693311129614214e+AC0-05,81,36.8793237465993,249,0.003469331112961421,3770.1428571428573,499,0,173,100,0.5341365461847389,17,31.339986397201727,100,16,20,0,1,0,0.0013530391340549543,331,13.785698924731186,0,332,0,9,4,39,1,0,188,7,69.81317235396027,153,12.60687961523513,126,0,39,9,0,18,13.341771386621755,4,173,0,3.4693311129614214e+AC0-05,1,22,14.751729498639719,2,0,112,0.0,67,0.3654618473895582,14
102994,0,2,27,84,0.00014422730222831182,25,33.720174322057474,97,0.018028412778538977,2204.3333333333335,266,0,84,250,0.6907216494845361,4,44.62128798543384,250,17,10,30,0,30,0.002307636835652989,344,10.087514309076045,0,142,0,1,1,32,2,0,105,6,52.457052075512955,31,12.90123188711214,89,0,32,1,0,2,13.30003397088451,0,84,0,0.00014422730222831182,1,15,13.48806972882299,0,0,43,0.002163409533424677,22,0.2268041237113402,2
10308286,0,0,0,1,0.0,0,28.314814814814813,2,0.013157894736842105,0,1,0,1,2,0.5,0,33.33250000000004,2,0,0,0,0,0,0.0,21,8.31518518518519,0,2,0,0,0,0,0,0,0,0,8.196152422706632,0,6.437777777777779,1,0,0,0,0,0,11.963888888888892,0,1,0,0.0,1,0,11.325925925925926,0,0,0,0.0,0,0.5,0
10310645,0,0,25,47,0.0,24,35.960970170058545,51,0.009039857553759759,793.0,176,0,47,66,0.5098039215686274,1,43.24527878449962,66,8,4,22,0,22,0.0005478701547733187,172,10.48518167456556,0,110,0,0,0,4,0,0,82,8,38.58089374931439,8,13.038731530526903,34,0,4,0,0,2,13.394336028250162,0,47,0,0.0,1,12,14.38438806802342,0,0,38,0.003013285851253253,5,0.3333333333333333,2
10314724,0,2,13,30,0.000449842555105713,23,35.898456864156074,33,0.006297795771479982,1037.75,104,0,30,28,0.5454545454545454,2,46.2410741984489,28,3,3,0,0,0,0.0,123,11.108350923482849,0,72,0,0,0,0,2,0,20,4,30.53179979587241,15,12.689004157671704,16,0,0,0,0,2,12.515939074118496,0,30,0,0.000449842555105713,1,4,14.35938274566243,0,0,22,0.0,8,0.3939393939393939,8
10332,0,6,84,180,0.0001789655789536479,69,50.47588892016137,198,0.00853069259679055,2434.5384615384614,605,0,180,286,0.5353535353535354,5,8.834542405478942,286,11,15,46,2,46,0.0015510350175982819,447,17.55085861713106,0,267,0,1,6,52,6,0,105,13,72.60603422117941,66,18.54503424336241,224,0,52,1,0,14,18.10604043531288,4,180,0,0.0001789655789536479,1,38,20.190355568064547,2,0,90,0.001372069438644634,50,0.3686868686868687,16
1033564,0,4,18,62,0.00048216007714561236,27,31.19077062283215,76,0.010607521697203472,1904.0,198,0,62,88,0.4473684210526316,8,47.65566581209475,88,5,9,0,3,0,0.003013500482160077,152,11.283667621776498,0,158,0,0,0,25,4,0,43,4,40.36308338453881,13,10.78787814809229,57,0,25,0,0,1,11.175546674709697,1,62,0,0.00048216007714561236,1,9,12.476308249132861,3,0,33,0.0,9,0.3815789473684211,16
103400,0,0,0,1,0.0,0,34.70408163265306,2,0.012232415902140673,170.0,3,0,1,4,0.5,0,16.220561224489813,4,0,0,0,0,0,0.0030581039755351682,20,16.176122448979594,0,1,0,0,0,1,0,0,0,1,10.0,0,17.45591836734694,1,0,1,0,0,0,17.083367346938775,0,1,0,0.0,1,0,13.881632653061224,0,0,0,0.0,0,0.5,0
10347869,0,0,3,9,0.0,3,29.417797888386126,13,0.010291595197255575,0,27,0,9,12,0.5384615384615384,0,47.41907239819008,12,2,2,0,0,0,0.0,75,9.247941176470587,0,15,0,0,0,0,0,0,7,0,17.2828568570857,4,8.036742081447962,3,0,0,0,0,0,10.543725490196081,0,9,0,0.0,1,1,11.76711915535445,0,0,7,0.0,1,0.38461538461538464,0
1035594,1,2,125,298,5.4812541109405835e+AC0-05,74,32.97473074468607,325,0.0040561280420960315,4266375,797,0,298,148,0.40923076923076923,24,43.258692327328106,148,41,25,176,6,176,0.00010962508221881167,361,10.196632099553288,0,510,0,1,0,4,2,0,425,8,82.17070165155795,79,10.3130370379461,220,0,4,1,0,8,12.016826547543076,3,298,0,5.4812541109405835e+AC0-05,1,68,13.18989229787443,6,0,186,0.0048235036176277135,57,0.3630769230769231,11
